,date,sarimax_cases_forecasted,state
2854,2021-02-12,850106.0,Massachusetts
2855,2021-02-13,864336.0,Massachusetts
2856,2021-02-14,879696.0,Massachusetts
2857,2021-02-15,894763.0,Massachusetts
2858,2021-02-16,908908.0,Massachusetts
2859,2021-02-17,920786.0,Massachusetts
2860,2021-02-18,934978.0,Massachusetts
2861,2021-02-19,950900.0,Massachusetts
2862,2021-02-20,966255.0,Massachusetts
2863,2021-02-21,982750.0,Massachusetts
2864,2021-02-22,998948.0,Massachusetts
2865,2021-02-23,1014206.0,Massachusetts
2866,2021-02-24,1027148.0,Massachusetts
2867,2021-02-25,1042452.0,Massachusetts
2868,2021-02-26,1059521.0,Massachusetts
2869,2021-02-27,1076008.0,Massachusetts
2870,2021-02-28,1093658.0,Massachusetts
2871,2021-03-01,1111006.0,Massachusetts
2872,2021-03-02,1127395.0,Massachusetts
2873,2021-03-03,1141425.0,Massachusetts
2874,2021-03-04,1157861.0,Massachusetts
2875,2021-03-05,1176098.0,Massachusetts
2876,2021-03-06,1193738.0,Massachusetts
2877,2021-03-07,1212568.0,Massachusetts
2878,2021-03-08,1231088.0,Massachusetts
2879,2021-03-09,1248631.0,Massachusetts
2880,2020-12-10,66988.0,Rhode Island
2881,2020-12-11,68513.0,Rhode Island
2882,2020-12-12,69741.0,Rhode Island
2883,2020-12-13,71607.0,Rhode Island
2884,2020-12-14,71702.0,Rhode Island
2885,2020-12-15,71798.0,Rhode Island
2886,2020-12-16,75899.0,Rhode Island
2887,2020-12-17,77303.0,Rhode Island
2888,2020-12-18,78957.0,Rhode Island
2889,2020-12-19,80409.0,Rhode Island
2890,2020-12-20,82561.0,Rhode Island
2891,2020-12-21,82698.0,Rhode Island
2892,2020-12-22,82836.0,Rhode Island
2893,2020-12-23,87509.0,Rhode Island
2894,2020-12-24,89124.0,Rhode Island
2895,2020-12-25,90960.0,Rhode Island
2896,2020-12-26,92640.0,Rhode Island
2897,2020-12-27,95095.0,Rhode Island
2898,2020-12-28,95299.0,Rhode Island
2899,2020-12-29,95503.0,Rhode Island
2900,2020-12-30,100767.0,Rhode Island
2901,2020-12-31,102607.0,Rhode Island
2902,2021-01-01,104649.0,Rhode Island
2903,2021-01-02,106551.0,Rhode Island
2904,2021-01-03,109334.0,Rhode Island
2905,2021-01-04,109624.0,Rhode Island
2906,2021-01-05,109913.0,Rhode Island
2907,2021-01-06,115779.0,Rhode Island
2908,2021-01-07,117865.0,Rhode Island
2909,2021-01-08,120127.0,Rhode Island
2910,2021-01-09,122273.0,Rhode Island
2911,2021-01-10,125400.0,Rhode Island
2912,2021-01-11,125793.0,Rhode Island
2913,2021-01-12,126185.0,Rhode Island
2914,2021-01-13,132671.0,Rhode Island
2915,2021-01-14,135020.0,Rhode Island
2916,2021-01-15,137520.0,Rhode Island
2917,2021-01-16,139927.0,Rhode Island
2918,2021-01-17,143417.0,Rhode Island
2919,2021-01-18,143929.0,Rhode Island
2920,2021-01-19,144441.0,Rhode Island
2921,2021-01-20,151566.0,Rhode Island
2922,2021-01-21,154195.0,Rhode Island
2923,2021-01-22,156951.0,Rhode Island
2924,2021-01-23,159636.0,Rhode Island
2925,2021-01-24,163505.0,Rhode Island
2926,2021-01-25,164155.0,Rhode Island
2927,2021-01-26,164805.0,Rhode Island
2928,2021-01-27,172585.0,Rhode Island
2929,2021-01-28,175512.0,Rhode Island
2930,2021-01-29,178542.0,Rhode Island
2931,2021-01-30,181523.0,Rhode Island
2932,2021-01-31,185789.0,Rhode Island
2933,2021-02-01,186594.0,Rhode Island
2934,2021-02-02,187399.0,Rhode Island
2935,2021-02-03,195853.0,Rhode Island
2936,2021-02-04,199094.0,Rhode Island
2937,2021-02-05,202415.0,Rhode Island
2938,2021-02-06,205710.0,Rhode Island
2939,2021-02-07,210390.0,Rhode Island
2940,2021-02-08,211368.0,Rhode Island
2941,2021-02-09,212346.0,Rhode Island
2942,2021-02-10,221490.0,Rhode Island
2943,2021-02-11,225064.0,Rhode Island
2944,2021-02-12,228693.0,Rhode Island
2945,2021-02-13,232319.0,Rhode Island
2946,2021-02-14,237431.0,Rhode Island
2947,2021-02-15,238599.0,Rhode Island
2948,2021-02-16,239767.0,Rhode Island
2949,2021-02-17,249619.0,Rhode Island
2950,2021-02-18,253544.0,Rhode Island
2951,2021-02-19,257499.0,Rhode Island
2952,2021-02-20,261473.0,Rhode Island
2953,2021-02-21,267035.0,Rhode Island
2954,2021-02-22,268410.0,Rhode Island
2955,2021-02-23,269786.0,Rhode Island
2956,2021-02-24,280364.0,Rhode Island
2957,2021-02-25,284656.0,Rhode Island
2958,2021-02-26,288955.0,Rhode Island
2959,2021-02-27,293295.0,Rhode Island
2960,2021-02-28,299323.0,Rhode Island
2961,2021-03-01,300924.0,Rhode Island
2962,2021-03-02,302525.0,Rhode Island
2963,2021-03-03,313846.0,Rhode Island
2964,2021-03-04,318523.0,Rhode Island
2965,2021-03-05,323183.0,Rhode Island
2966,2021-03-06,327906.0,Rhode Island
2967,2021-03-07,334420.0,Rhode Island
2968,2021-03-08,336263.0,Rhode Island
2969,2021-03-09,338107.0,Rhode Island
2970,2020-12-10,492454.0,Ohio
2971,2020-12-11,500359.0,Ohio
2972,2020-12-12,509084.0,Ohio
2973,2020-12-13,519908.0,Ohio
2974,2020-12-14,529289.0,Ohio
2975,2020-12-15,538684.0,Ohio
2976,2020-12-16,552344.0,Ohio
2977,2020-12-17,562282.0,Ohio
2978,2020-12-18,574549.0,Ohio
2979,2020-12-19,575102.0,Ohio
2980,2020-12-20,594476.0,Ohio
2981,2020-12-21,602653.0,Ohio
2982,2020-12-22,611689.0,Ohio
2983,2020-12-23,620175.0,Ohio
2984,2020-12-24,630638.0,Ohio
2985,2020-12-25,640110.0,Ohio
2986,2020-12-26,649123.0,Ohio
2987,2020-12-27,661929.0,Ohio
2988,2020-12-28,673635.0,Ohio
2989,2020-12-29,682387.0,Ohio
2990,2020-12-30,692970.0,Ohio
2991,2020-12-31,702461.0,Ohio
2992,2021-01-01,711588.0,Ohio
2993,2021-01-02,721247.0,Ohio
2994,2021-01-03,733935.0,Ohio
2995,2021-01-04,744774.0,Ohio
2996,2021-01-05,755297.0,Ohio
2997,2021-01-06,770615.0,Ohio
2998,2021-01-07,781773.0,Ohio
2999,2021-01-08,795355.0,Ohio
3000,2021-01-09,796402.0,Ohio
3001,2021-01-10,817940.0,Ohio
3002,2021-01-11,827308.0,Ohio
3003,2021-01-12,837549.0,Ohio
3004,2021-01-13,847807.0,Ohio
3005,2021-01-14,859597.0,Ohio
3006,2021-01-15,870608.0,Ohio
3007,2021-01-16,879579.0,Ohio
3008,2021-01-17,895002.0,Ohio
3009,2021-01-18,907830.0,Ohio
3010,2021-01-19,917644.0,Ohio
3011,2021-01-20,929443.0,Ohio
3012,2021-01-21,940173.0,Ohio
3013,2021-01-22,950433.0,Ohio
3014,2021-01-23,960896.0,Ohio
3015,2021-01-24,975372.0,Ohio
3016,2021-01-25,987563.0,Ohio
3017,2021-01-26,999105.0,Ohio
3018,2021-01-27,1015951.0,Ohio
3019,2021-01-28,1028223.0,Ohio
3020,2021-01-29,1042996.0,Ohio
3021,2021-01-30,1044482.0,Ohio
3022,2021-01-31,1068039.0,Ohio
3023,2021-02-01,1078510.0,Ohio
3024,2021-02-02,1089852.0,Ohio
3025,2021-02-03,1101798.0,Ohio
3026,2021-02-04,1114806.0,Ohio
3027,2021-02-05,1127258.0,Ohio
3028,2021-02-06,1136067.0,Ohio
3029,2021-02-07,1154018.0,Ohio
3030,2021-02-08,1167854.0,Ohio
3031,2021-02-09,1178634.0,Ohio
3032,2021-02-10,1191555.0,Ohio
3033,2021-02-11,1203429.0,Ohio
3034,2021-02-12,1214735.0,Ohio
3035,2021-02-13,1225868.0,Ohio
3036,2021-02-14,1242057.0,Ohio
3037,2021-02-15,1255495.0,Ohio
3038,2021-02-16,1267948.0,Ohio
3039,2021-02-17,1286191.0,Ohio
3040,2021-02-18,1299472.0,Ohio
3041,2021-02-19,1315314.0,Ohio
3042,2021-02-20,1317181.0,Ohio
3043,2021-02-21,1342613.0,Ohio
3044,2021-02-22,1354099.0,Ohio
3045,2021-02-23,1366437.0,Ohio
3046,2021-02-24,1379984.0,Ohio
3047,2021-02-25,1394102.0,Ohio
3048,2021-02-26,1407896.0,Ohio
3049,2021-02-27,1416427.0,Ohio
3050,2021-02-28,1436811.0,Ohio
3051,2021-03-01,1451542.0,Ohio
3052,2021-03-02,1463191.0,Ohio
3053,2021-03-03,1477146.0,Ohio
3054,2021-03-04,1490067.0,Ohio
3055,2021-03-05,1502332.0,Ohio
3056,2021-03-06,1513999.0,Ohio
3057,2021-03-07,1531831.0,Ohio
3058,2021-03-08,1546407.0,Ohio
3059,2021-03-09,1559664.0,Ohio
3060,2020-12-10,442239.0,Michigan
3061,2020-12-11,448002.0,Michigan
3062,2020-12-12,452866.0,Michigan
3063,2020-12-13,463542.0,Michigan
3064,2020-12-14,469969.0,Michigan
3065,2020-12-15,468863.0,Michigan
3066,2020-12-16,479250.0,Michigan
3067,2020-12-17,485303.0,Michigan
3068,2020-12-18,490714.0,Michigan
3069,2020-12-19,495402.0,Michigan
3070,2020-12-20,506446.0,Michigan
3071,2020-12-21,512742.0,Michigan
3072,2020-12-22,510985.0,Michigan
3073,2020-12-23,521488.0,Michigan
3074,2020-12-24,527384.0,Michigan
3075,2020-12-25,532572.0,Michigan
3076,2020-12-26,536927.0,Michigan
3077,2020-12-27,548203.0,Michigan
3078,2020-12-28,554310.0,Michigan
3079,2020-12-29,551843.0,Michigan
3080,2020-12-30,562386.0,Michigan
3081,2020-12-31,568045.0,Michigan
3082,2021-01-01,572939.0,Michigan
3083,2021-01-02,576886.0,Michigan
3084,2021-01-03,588320.0,Michigan
3085,2021-01-04,594162.0,Michigan
3086,2021-01-05,590912.0,Michigan
3087,2021-01-06,601421.0,Michigan
3088,2021-01-07,606769.0,Michigan
3089,2021-01-08,611292.0,Michigan
3090,2021-01-09,614758.0,Michigan
3091,2021-01-10,626275.0,Michigan
3092,2021-01-11,631778.0,Michigan
3093,2021-01-12,627671.0,Michigan
3094,2021-01-13,638072.0,Michigan
3095,2021-01-14,643034.0,Michigan
3096,2021-01-15,647113.0,Michigan
3097,2021-01-16,650023.0,Michigan
3098,2021-01-17,661549.0,Michigan
3099,2021-01-18,666639.0,Michigan
3100,2021-01-19,661600.0,Michigan
3101,2021-01-20,671817.0,Michigan
3102,2021-01-21,676320.0,Michigan
3103,2021-01-22,679880.0,Michigan
3104,2021-01-23,682160.0,Michigan
3105,2021-01-24,693621.0,Michigan
3106,2021-01-25,698222.0,Michigan
3107,2021-01-26,692177.0,Michigan
3108,2021-01-27,702137.0,Michigan
3109,2021-01-28,706106.0,Michigan
3110,2021-01-29,709072.0,Michigan
3111,2021-01-30,710648.0,Michigan
3112,2021-01-31,721969.0,Michigan
3113,2021-02-01,726009.0,Michigan
3114,2021-02-02,718882.0,Michigan
3115,2021-02-03,728510.0,Michigan
3116,2021-02-04,731871.0,Michigan
3117,2021-02-05,734170.0,Michigan
3118,2021-02-06,734966.0,Michigan
3119,2021-02-07,746074.0,Michigan
3120,2021-02-08,749477.0,Michigan
3121,2021-02-09,741195.0,Michigan
3122,2021-02-10,750417.0,Michigan
3123,2021-02-11,753095.0,Michigan
3124,2021-02-12,754652.0,Michigan
3125,2021-02-13,754595.0,Michigan
3126,2021-02-14,765414.0,Michigan
3127,2021-02-15,768106.0,Michigan
3128,2021-02-16,758595.0,Michigan
3129,2021-02-17,767336.0,Michigan
3130,2021-02-18,769257.0,Michigan
3131,2021-02-19,769998.0,Michigan
3132,2021-02-20,769013.0,Michigan
3133,2021-02-21,779469.0,Michigan
3134,2021-02-22,781376.0,Michigan
3135,2021-02-23,770561.0,Michigan
3136,2021-02-24,778748.0,Michigan
3137,2021-02-25,779837.0,Michigan
3138,2021-02-26,779687.0,Michigan
3139,2021-02-27,777700.0,Michigan
3140,2021-02-28,787719.0,Michigan
3141,2021-03-01,788766.0,Michigan
3142,2021-03-02,776573.0,Michigan
3143,2021-03-03,784130.0,Michigan
3144,2021-03-04,784313.0,Michigan
3145,2021-03-05,783198.0,Michigan
3146,2021-03-06,780134.0,Michigan
3147,2021-03-07,789642.0,Michigan
3148,2021-03-08,789755.0,Michigan
3149,2021-03-09,776109.0,Michigan
3150,2020-12-10,361695.0,Minnesota
3151,2020-12-11,366784.0,Minnesota
3152,2020-12-12,371096.0,Minnesota
3153,2020-12-13,377171.0,Minnesota
3154,2020-12-14,384732.0,Minnesota
3155,2020-12-15,392386.0,Minnesota
3156,2020-12-16,398456.0,Minnesota
3157,2020-12-17,403757.0,Minnesota
3158,2020-12-18,409433.0,Minnesota
3159,2020-12-19,414838.0,Minnesota
3160,2020-12-20,421205.0,Minnesota
3161,2020-12-21,429064.0,Minnesota
3162,2020-12-22,436709.0,Minnesota
3163,2020-12-23,443082.0,Minnesota
3164,2020-12-24,448969.0,Minnesota
3165,2020-12-25,454973.0,Minnesota
3166,2020-12-26,460368.0,Minnesota
3167,2020-12-27,467174.0,Minnesota
3168,2020-12-28,475672.0,Minnesota
3169,2020-12-29,484068.0,Minnesota
3170,2020-12-30,490908.0,Minnesota
3171,2020-12-31,497081.0,Minnesota
3172,2021-01-01,503495.0,Minnesota
3173,2021-01-02,509277.0,Minnesota
3174,2021-01-03,516453.0,Minnesota
3175,2021-01-04,525449.0,Minnesota
3176,2021-01-05,534299.0,Minnesota
3177,2021-01-06,541531.0,Minnesota
3178,2021-01-07,548087.0,Minnesota
3179,2021-01-08,554867.0,Minnesota
3180,2021-01-09,560874.0,Minnesota
3181,2021-01-10,568432.0,Minnesota
3182,2021-01-11,577965.0,Minnesota
3183,2021-01-12,587365.0,Minnesota
3184,2021-01-13,595003.0,Minnesota
3185,2021-01-14,601892.0,Minnesota
3186,2021-01-15,609040.0,Minnesota
3187,2021-01-16,615317.0,Minnesota
3188,2021-01-17,623240.0,Minnesota
3189,2021-01-18,633280.0,Minnesota
3190,2021-01-19,643182.0,Minnesota
3191,2021-01-20,651207.0,Minnesota
3192,2021-01-21,658433.0,Minnesota
3193,2021-01-22,665934.0,Minnesota
3194,2021-01-23,672451.0,Minnesota
3195,2021-01-24,680730.0,Minnesota
3196,2021-01-25,691275.0,Minnesota
3197,2021-01-26,701682.0,Minnesota
3198,2021-01-27,710087.0,Minnesota
3199,2021-01-28,717635.0,Minnesota
3200,2021-01-29,725481.0,Minnesota
3201,2021-01-30,732235.0,Minnesota
3202,2021-01-31,740859.0,Minnesota
3203,2021-02-01,751896.0,Minnesota
3204,2021-02-02,762793.0,Minnesota
3205,2021-02-03,771566.0,Minnesota
3206,2021-02-04,779428.0,Minnesota
3207,2021-02-05,787607.0,Minnesota
3208,2021-02-06,794586.0,Minnesota
3209,2021-02-07,803545.0,Minnesota
3210,2021-02-08,815065.0,Minnesota
3211,2021-02-09,826444.0,Minnesota
3212,2021-02-10,835575.0,Minnesota
3213,2021-02-11,843739.0,Minnesota
3214,2021-02-12,852243.0,Minnesota
3215,2021-02-13,859437.0,Minnesota
3216,2021-02-14,868721.0,Minnesota
3217,2021-02-15,880713.0,Minnesota
3218,2021-02-16,892562.0,Minnesota
3219,2021-02-17,902041.0,Minnesota
3220,2021-02-18,910498.0,Minnesota
3221,2021-02-19,919315.0,Minnesota
3222,2021-02-20,926713.0,Minnesota
3223,2021-02-21,936312.0,Minnesota
3224,2021-02-22,948766.0,Minnesota
3225,2021-02-23,961076.0,Minnesota
3226,2021-02-24,970893.0,Minnesota
3227,2021-02-25,979633.0,Minnesota
3228,2021-02-26,988753.0,Minnesota
3229,2021-02-27,996346.0,Minnesota
3230,2021-02-28,1006249.0,Minnesota
3231,2021-03-01,1019155.0,Minnesota
3232,2021-03-02,1031914.0,Minnesota
3233,2021-03-03,1042059.0,Minnesota
3234,2021-03-04,1051072.0,Minnesota
3235,2021-03-05,1060485.0,Minnesota
3236,2021-03-06,1068262.0,Minnesota
3237,2021-03-07,1078460.0,Minnesota
3238,2021-03-08,1091807.0,Minnesota
3239,2021-03-09,1105006.0,Minnesota
3240,2020-12-10,441219.0,Pennsylvania
3241,2020-12-11,451776.0,Pennsylvania
3242,2020-12-12,464940.0,Pennsylvania
3243,2020-12-13,478425.0,Pennsylvania
3244,2020-12-14,490652.0,Pennsylvania
3245,2020-12-15,500765.0,Pennsylvania
3246,2020-12-16,511530.0,Pennsylvania
3247,2020-12-17,522587.0,Pennsylvania
3248,2020-12-18,535325.0,Pennsylvania
3249,2020-12-19,550173.0,Pennsylvania
3250,2020-12-20,565595.0,Pennsylvania
3251,2020-12-21,579639.0,Pennsylvania
3252,2020-12-22,591669.0,Pennsylvania
3253,2020-12-23,604520.0,Pennsylvania
3254,2020-12-24,617515.0,Pennsylvania
3255,2020-12-25,632331.0,Pennsylvania
3256,2020-12-26,649326.0,Pennsylvania
3257,2020-12-27,666932.0,Pennsylvania
3258,2020-12-28,683146.0,Pennsylvania
3259,2020-12-29,697178.0,Pennsylvania
3260,2020-12-30,712082.0,Pennsylvania
3261,2020-12-31,727119.0,Pennsylvania
3262,2021-01-01,744121.0,Pennsylvania
3263,2021-01-02,763479.0,Pennsylvania
3264,2021-01-03,783485.0,Pennsylvania
3265,2021-01-04,802027.0,Pennsylvania
3266,2021-01-05,818206.0,Pennsylvania
3267,2021-01-06,835277.0,Pennsylvania
3268,2021-01-07,852493.0,Pennsylvania
3269,2021-01-08,871841.0,Pennsylvania
3270,2021-01-09,893723.0,Pennsylvania
3271,2021-01-10,916296.0,Pennsylvania
3272,2021-01-11,937319.0,Pennsylvania
3273,2021-01-12,955791.0,Pennsylvania
3274,2021-01-13,975179.0,Pennsylvania
3275,2021-01-14,994723.0,Pennsylvania
3276,2021-01-15,1016571.0,Pennsylvania
3277,2021-01-16,1041135.0,Pennsylvania
3278,2021-01-17,1066427.0,Pennsylvania
3279,2021-01-18,1090086.0,Pennsylvania
3280,2021-01-19,1111003.0,Pennsylvania
3281,2021-01-20,1132859.0,Pennsylvania
3282,2021-01-21,1154885.0,Pennsylvania
3283,2021-01-22,1179387.0,Pennsylvania
3284,2021-01-23,1206785.0,Pennsylvania
3285,2021-01-24,1234951.0,Pennsylvania
3286,2021-01-25,1261398.0,Pennsylvania
3287,2021-01-26,1284912.0,Pennsylvania
3288,2021-01-27,1309390.0,Pennsylvania
3289,2021-01-28,1334051.0,Pennsylvania
3290,2021-01-29,1361359.0,Pennsylvania
3291,2021-01-30,1391745.0,Pennsylvania
3292,2021-01-31,1422937.0,Pennsylvania
3293,2021-02-01,1452326.0,Pennsylvania
3294,2021-02-02,1478590.0,Pennsylvania
3295,2021-02-03,1505844.0,Pennsylvania
3296,2021-02-04,1533292.0,Pennsylvania
3297,2021-02-05,1563561.0,Pennsylvania
3298,2021-02-06,1597087.0,Pennsylvania
3299,2021-02-07,1631459.0,Pennsylvania
3300,2021-02-08,1663942.0,Pennsylvania
3301,2021-02-09,1693110.0,Pennsylvania
3302,2021-02-10,1723291.0,Pennsylvania
3303,2021-02-11,1753680.0,Pennsylvania
3304,2021-02-12,1787062.0,Pennsylvania
3305,2021-02-13,1823883.0,Pennsylvania
3306,2021-02-14,1861587.0,Pennsylvania
3307,2021-02-15,1897318.0,Pennsylvania
3308,2021-02-16,1929542.0,Pennsylvania
3309,2021-02-17,1962804.0,Pennsylvania
3310,2021-02-18,1996288.0,Pennsylvania
3311,2021-02-19,2032936.0,Pennsylvania
3312,2021-02-20,2073203.0,Pennsylvania
3313,2021-02-21,2114394.0,Pennsylvania
3314,2021-02-22,2153525.0,Pennsylvania
3315,2021-02-23,2188959.0,Pennsylvania
3316,2021-02-24,2225456.0,Pennsylvania
3317,2021-02-25,2262186.0,Pennsylvania
3318,2021-02-26,2302254.0,Pennsylvania
3319,2021-02-27,2346121.0,Pennsylvania
3320,2021-02-28,2390950.0,Pennsylvania
3321,2021-03-01,2433635.0,Pennsylvania
3322,2021-03-02,2472432.0,Pennsylvania
3323,2021-03-03,2512316.0,Pennsylvania
3324,2021-03-04,2552447.0,Pennsylvania
3325,2021-03-05,2596087.0,Pennsylvania
3326,2021-03-06,2643707.0,Pennsylvania
3327,2021-03-07,2692329.0,Pennsylvania
3328,2021-03-08,2738720.0,Pennsylvania
3329,2021-03-09,2781033.0,Pennsylvania
3330,2020-12-10,194175.0,Washington
3331,2020-12-11,196779.0,Washington
3332,2020-12-12,198685.0,Washington
3333,2020-12-13,201823.0,Washington
3334,2020-12-14,203418.0,Washington
3335,2020-12-15,205156.0,Washington
3336,2020-12-16,211212.0,Washington
3337,2020-12-17,214551.0,Washington
3338,2020-12-18,217675.0,Washington
3339,2020-12-19,219955.0,Washington
3340,2020-12-20,223567.0,Washington
3341,2020-12-21,225357.0,Washington
3342,2020-12-22,227263.0,Washington
3343,2020-12-23,234076.0,Washington
3344,2020-12-24,237756.0,Washington
3345,2020-12-25,241205.0,Washington
3346,2020-12-26,243591.0,Washington
3347,2020-12-27,247533.0,Washington
3348,2020-12-28,249449.0,Washington
3349,2020-12-29,251522.0,Washington
3350,2020-12-30,259117.0,Washington
3351,2020-12-31,263167.0,Washington
3352,2021-01-01,266958.0,Washington
3353,2021-01-02,269458.0,Washington
3354,2021-01-03,273727.0,Washington
3355,2021-01-04,275762.0,Washington
3356,2021-01-05,277993.0,Washington
3357,2021-01-06,286360.0,Washington
3358,2021-01-07,290774.0,Washington
3359,2021-01-08,294903.0,Washington
3360,2021-01-09,297512.0,Washington
3361,2021-01-10,302104.0,Washington
3362,2021-01-11,304253.0,Washington
3363,2021-01-12,306638.0,Washington
3364,2021-01-13,315774.0,Washington
3365,2021-01-14,320547.0,Washington
3366,2021-01-15,325010.0,Washington
3367,2021-01-16,327722.0,Washington
3368,2021-01-17,332633.0,Washington
3369,2021-01-18,334892.0,Washington
3370,2021-01-19,337426.0,Washington
3371,2021-01-20,347326.0,Washington
3372,2021-01-21,352453.0,Washington
3373,2021-01-22,357244.0,Washington
3374,2021-01-23,360056.0,Washington
3375,2021-01-24,365282.0,Washington
3376,2021-01-25,367646.0,Washington
3377,2021-01-26,370324.0,Washington
3378,2021-01-27,380983.0,Washington
3379,2021-01-28,386460.0,Washington
3380,2021-01-29,391575.0,Washington
3381,2021-01-30,394482.0,Washington
3382,2021-01-31,400017.0,Washington
3383,2021-02-01,402481.0,Washington
3384,2021-02-02,405299.0,Washington
3385,2021-02-03,416713.0,Washington
3386,2021-02-04,422535.0,Washington
3387,2021-02-05,427970.0,Washington
3388,2021-02-06,430967.0,Washington
3389,2021-02-07,436807.0,Washington
3390,2021-02-08,439367.0,Washington
3391,2021-02-09,442320.0,Washington
3392,2021-02-10,454484.0,Washington
3393,2021-02-11,460647.0,Washington
3394,2021-02-12,466396.0,Washington
3395,2021-02-13,469478.0,Washington
3396,2021-02-14,475619.0,Washington
3397,2021-02-15,478271.0,Washington
3398,2021-02-16,481354.0,Washington
3399,2021-02-17,494264.0,Washington
3400,2021-02-18,500762.0,Washington
3401,2021-02-19,506821.0,Washington
3402,2021-02-20,509985.0,Washington
3403,2021-02-21,516421.0,Washington
3404,2021-02-22,519159.0,Washington
3405,2021-02-23,522368.0,Washington
3406,2021-02-24,536019.0,Washington
3407,2021-02-25,542849.0,Washington
3408,2021-02-26,549213.0,Washington
3409,2021-02-27,552453.0,Washington
3410,2021-02-28,559181.0,Washington
3411,2021-03-01,562001.0,Washington
3412,2021-03-02,565331.0,Washington
3413,2021-03-03,579719.0,Washington
3414,2021-03-04,586875.0,Washington
3415,2021-03-05,593540.0,Washington
3416,2021-03-06,596852.0,Washington
3417,2021-03-07,603865.0,Washington
3418,2021-03-08,606763.0,Washington
3419,2021-03-09,610210.0,Washington
3420,2020-12-10,449124.0,Wisconsin
3421,2020-12-11,454717.0,Wisconsin
3422,2020-12-12,459867.0,Wisconsin
3423,2020-12-13,463594.0,Wisconsin
3424,2020-12-14,468846.0,Wisconsin
3425,2020-12-15,471616.0,Wisconsin
3426,2020-12-16,473337.0,Wisconsin
3427,2020-12-17,478101.0,Wisconsin
3428,2020-12-18,482593.0,Wisconsin
3429,2020-12-19,487147.0,Wisconsin
3430,2020-12-20,489750.0,Wisconsin
3431,2020-12-21,494282.0,Wisconsin
3432,2020-12-22,496585.0,Wisconsin
3433,2020-12-23,497759.0,Wisconsin
3434,2020-12-24,501843.0,Wisconsin
3435,2020-12-25,505767.0,Wisconsin
3436,2020-12-26,509921.0,Wisconsin
3437,2020-12-27,512910.0,Wisconsin
3438,2020-12-28,517119.0,Wisconsin
3439,2020-12-29,518807.0,Wisconsin
3440,2020-12-30,519457.0,Wisconsin
3441,2020-12-31,523342.0,Wisconsin
3442,2021-01-01,527036.0,Wisconsin
3443,2021-01-02,530683.0,Wisconsin
3444,2021-01-03,532759.0,Wisconsin
3445,2021-01-04,536453.0,Wisconsin
3446,2021-01-05,537631.0,Wisconsin
3447,2021-01-06,537693.0,Wisconsin
3448,2021-01-07,540949.0,Wisconsin
3449,2021-01-08,543991.0,Wisconsin
3450,2021-01-09,547115.0,Wisconsin
3451,2021-01-10,548610.0,Wisconsin
3452,2021-01-11,551760.0,Wisconsin
3453,2021-01-12,552386.0,Wisconsin
3454,2021-01-13,551873.0,Wisconsin
3455,2021-01-14,554602.0,Wisconsin
3456,2021-01-15,557135.0,Wisconsin
3457,2021-01-16,559760.0,Wisconsin
3458,2021-01-17,560867.0,Wisconsin
3459,2021-01-18,563535.0,Wisconsin
3460,2021-01-19,563580.0,Wisconsin
3461,2021-01-20,562481.0,Wisconsin
3462,2021-01-21,564738.0,Wisconsin
3463,2021-01-22,566786.0,Wisconsin
3464,2021-01-23,568880.0,Wisconsin
3465,2021-01-24,569337.0,Wisconsin
3466,2021-01-25,571470.0,Wisconsin
3467,2021-01-26,570945.0,Wisconsin
3468,2021-01-27,569242.0,Wisconsin
3469,2021-01-28,570935.0,Wisconsin
3470,2021-01-29,572412.0,Wisconsin
3471,2021-01-30,573965.0,Wisconsin
3472,2021-01-31,573860.0,Wisconsin
3473,2021-02-01,575450.0,Wisconsin
3474,2021-02-02,574335.0,Wisconsin
3475,2021-02-03,572022.0,Wisconsin
3476,2021-02-04,573170.0,Wisconsin
3477,2021-02-05,574103.0,Wisconsin
3478,2021-02-06,575111.0,Wisconsin
3479,2021-02-07,574450.0,Wisconsin
3480,2021-02-08,575499.0,Wisconsin
3481,2021-02-09,573781.0,Wisconsin
3482,2021-02-10,570846.0,Wisconsin
3483,2021-02-11,571445.0,Wisconsin
3484,2021-02-12,571824.0,Wisconsin
3485,2021-02-13,572270.0,Wisconsin
3486,2021-02-14,570998.0,Wisconsin
3487,2021-02-15,571484.0,Wisconsin
3488,2021-02-16,569158.0,Wisconsin
3489,2021-02-17,565587.0,Wisconsin
3490,2021-02-18,565612.0,Wisconsin
3491,2021-02-19,565412.0,Wisconsin
3492,2021-02-20,565287.0,Wisconsin
3493,2021-02-21,563417.0,Wisconsin
3494,2021-02-22,563332.0,Wisconsin
3495,2021-02-23,560382.0,Wisconsin
3496,2021-02-24,556167.0,Wisconsin
3497,2021-02-25,555614.0,Wisconsin
3498,2021-02-26,554833.0,Wisconsin
3499,2021-02-27,554126.0,Wisconsin
3500,2021-02-28,551646.0,Wisconsin
3501,2021-03-01,550980.0,Wisconsin
3502,2021-03-02,547397.0,Wisconsin
3503,2021-03-03,542526.0,Wisconsin
3504,2021-03-04,541384.0,Wisconsin
3505,2021-03-05,540008.0,Wisconsin
3506,2021-03-06,538708.0,Wisconsin
3507,2021-03-07,535599.0,Wisconsin
3508,2021-03-08,534340.0,Wisconsin
3509,2021-03-09,530113.0,Wisconsin
3510,2020-12-10,69463.0,Montana
3511,2020-12-11,70100.0,Montana
3512,2020-12-12,70815.0,Montana
