,date,sarimax_deaths_forecasted,state
1202,2021-01-11,916.0,Delaware
1203,2021-01-12,927.0,Delaware
1204,2021-01-13,929.0,Delaware
1205,2021-01-14,937.0,Delaware
1206,2021-01-15,941.0,Delaware
1207,2021-01-16,943.0,Delaware
1208,2021-01-17,947.0,Delaware
1209,2021-01-18,948.0,Delaware
1210,2021-01-19,960.0,Delaware
1211,2021-01-20,962.0,Delaware
1212,2021-01-21,970.0,Delaware
1213,2021-01-22,974.0,Delaware
1214,2021-01-23,976.0,Delaware
1215,2021-01-24,981.0,Delaware
1216,2021-01-25,982.0,Delaware
1217,2021-01-26,995.0,Delaware
1218,2021-01-27,997.0,Delaware
1219,2021-01-28,1006.0,Delaware
1220,2021-01-29,1010.0,Delaware
1221,2021-01-30,1012.0,Delaware
1222,2021-01-31,1017.0,Delaware
1223,2021-02-01,1018.0,Delaware
1224,2021-02-02,1031.0,Delaware
1225,2021-02-03,1034.0,Delaware
1226,2021-02-04,1043.0,Delaware
1227,2021-02-05,1047.0,Delaware
1228,2021-02-06,1050.0,Delaware
1229,2021-02-07,1055.0,Delaware
1230,2021-02-08,1057.0,Delaware
1231,2021-02-09,1070.0,Delaware
1232,2021-02-10,1073.0,Delaware
1233,2021-02-11,1082.0,Delaware
1234,2021-02-12,1087.0,Delaware
1235,2021-02-13,1089.0,Delaware
1236,2021-02-14,1095.0,Delaware
1237,2021-02-15,1097.0,Delaware
1238,2021-02-16,1110.0,Delaware
1239,2021-02-17,1114.0,Delaware
1240,2021-02-18,1123.0,Delaware
1241,2021-02-19,1128.0,Delaware
1242,2021-02-20,1131.0,Delaware
1243,2021-02-21,1137.0,Delaware
1244,2021-02-22,1139.0,Delaware
1245,2021-02-23,1153.0,Delaware
1246,2021-02-24,1157.0,Delaware
1247,2021-02-25,1167.0,Delaware
1248,2021-02-26,1172.0,Delaware
1249,2021-02-27,1175.0,Delaware
1250,2021-02-28,1181.0,Delaware
1251,2021-03-01,1184.0,Delaware
1252,2021-03-02,1198.0,Delaware
1253,2021-03-03,1202.0,Delaware
1254,2021-03-04,1212.0,Delaware
1255,2021-03-05,1218.0,Delaware
1256,2021-03-06,1221.0,Delaware
1257,2021-03-07,1228.0,Delaware
1258,2021-03-08,1230.0,Delaware
1259,2021-03-09,1245.0,Delaware
1260,2020-12-10,2.0,Northern Mariana Islands
1261,2020-12-11,2.0,Northern Mariana Islands
1262,2020-12-12,2.0,Northern Mariana Islands
1263,2020-12-13,2.0,Northern Mariana Islands
1264,2020-12-14,2.0,Northern Mariana Islands
1265,2020-12-15,2.0,Northern Mariana Islands
1266,2020-12-16,2.0,Northern Mariana Islands
1267,2020-12-17,2.0,Northern Mariana Islands
1268,2020-12-18,2.0,Northern Mariana Islands
1269,2020-12-19,2.0,Northern Mariana Islands
1270,2020-12-20,2.0,Northern Mariana Islands
1271,2020-12-21,2.0,Northern Mariana Islands
1272,2020-12-22,2.0,Northern Mariana Islands
1273,2020-12-23,2.0,Northern Mariana Islands
1274,2020-12-24,2.0,Northern Mariana Islands
1275,2020-12-25,2.0,Northern Mariana Islands
1276,2020-12-26,2.0,Northern Mariana Islands
1277,2020-12-27,2.0,Northern Mariana Islands
1278,2020-12-28,2.0,Northern Mariana Islands
1279,2020-12-29,2.0,Northern Mariana Islands
1280,2020-12-30,2.0,Northern Mariana Islands
1281,2020-12-31,2.0,Northern Mariana Islands
1282,2021-01-01,2.0,Northern Mariana Islands
1283,2021-01-02,2.0,Northern Mariana Islands
1284,2021-01-03,2.0,Northern Mariana Islands
1285,2021-01-04,2.0,Northern Mariana Islands
1286,2021-01-05,2.0,Northern Mariana Islands
1287,2021-01-06,2.0,Northern Mariana Islands
1288,2021-01-07,2.0,Northern Mariana Islands
1289,2021-01-08,2.0,Northern Mariana Islands
1290,2021-01-09,2.0,Northern Mariana Islands
1291,2021-01-10,2.0,Northern Mariana Islands
1292,2021-01-11,2.0,Northern Mariana Islands
1293,2021-01-12,2.0,Northern Mariana Islands
1294,2021-01-13,2.0,Northern Mariana Islands
1295,2021-01-14,2.0,Northern Mariana Islands
1296,2021-01-15,2.0,Northern Mariana Islands
1297,2021-01-16,2.0,Northern Mariana Islands
1298,2021-01-17,2.0,Northern Mariana Islands
1299,2021-01-18,2.0,Northern Mariana Islands
1300,2021-01-19,2.0,Northern Mariana Islands
1301,2021-01-20,2.0,Northern Mariana Islands
1302,2021-01-21,2.0,Northern Mariana Islands
1303,2021-01-22,2.0,Northern Mariana Islands
1304,2021-01-23,2.0,Northern Mariana Islands
1305,2021-01-24,2.0,Northern Mariana Islands
1306,2021-01-25,2.0,Northern Mariana Islands
1307,2021-01-26,2.0,Northern Mariana Islands
1308,2021-01-27,2.0,Northern Mariana Islands
1309,2021-01-28,2.0,Northern Mariana Islands
1310,2021-01-29,2.0,Northern Mariana Islands
1311,2021-01-30,2.0,Northern Mariana Islands
1312,2021-01-31,2.0,Northern Mariana Islands
1313,2021-02-01,2.0,Northern Mariana Islands
1314,2021-02-02,2.0,Northern Mariana Islands
1315,2021-02-03,2.0,Northern Mariana Islands
1316,2021-02-04,2.0,Northern Mariana Islands
1317,2021-02-05,2.0,Northern Mariana Islands
1318,2021-02-06,2.0,Northern Mariana Islands
1319,2021-02-07,2.0,Northern Mariana Islands
1320,2021-02-08,2.0,Northern Mariana Islands
1321,2021-02-09,2.0,Northern Mariana Islands
1322,2021-02-10,2.0,Northern Mariana Islands
1323,2021-02-11,2.0,Northern Mariana Islands
1324,2021-02-12,2.0,Northern Mariana Islands
1325,2021-02-13,2.0,Northern Mariana Islands
1326,2021-02-14,2.0,Northern Mariana Islands
1327,2021-02-15,2.0,Northern Mariana Islands
1328,2021-02-16,2.0,Northern Mariana Islands
1329,2021-02-17,2.0,Northern Mariana Islands
1330,2021-02-18,2.0,Northern Mariana Islands
1331,2021-02-19,2.0,Northern Mariana Islands
1332,2021-02-20,2.0,Northern Mariana Islands
1333,2021-02-21,2.0,Northern Mariana Islands
1334,2021-02-22,2.0,Northern Mariana Islands
1335,2021-02-23,2.0,Northern Mariana Islands
1336,2021-02-24,2.0,Northern Mariana Islands
1337,2021-02-25,2.0,Northern Mariana Islands
1338,2021-02-26,2.0,Northern Mariana Islands
1339,2021-02-27,2.0,Northern Mariana Islands
1340,2021-02-28,2.0,Northern Mariana Islands
1341,2021-03-01,2.0,Northern Mariana Islands
1342,2021-03-02,2.0,Northern Mariana Islands
1343,2021-03-03,2.0,Northern Mariana Islands
1344,2021-03-04,2.0,Northern Mariana Islands
1345,2021-03-05,2.0,Northern Mariana Islands
1346,2021-03-06,2.0,Northern Mariana Islands
1347,2021-03-07,2.0,Northern Mariana Islands
1348,2021-03-08,2.0,Northern Mariana Islands
1349,2021-03-09,2.0,Northern Mariana Islands
1350,2020-12-10,2354.0,Nevada
1351,2020-12-11,2386.0,Nevada
1352,2020-12-12,2411.0,Nevada
1353,2020-12-13,2425.0,Nevada
1354,2020-12-14,2452.0,Nevada
1355,2020-12-15,2463.0,Nevada
1356,2020-12-16,2471.0,Nevada
1357,2020-12-17,2500.0,Nevada
1358,2020-12-18,2536.0,Nevada
1359,2020-12-19,2564.0,Nevada
1360,2020-12-20,2579.0,Nevada
1361,2020-12-21,2607.0,Nevada
1362,2020-12-22,2617.0,Nevada
1363,2020-12-23,2624.0,Nevada
1364,2020-12-24,2653.0,Nevada
1365,2020-12-25,2688.0,Nevada
1366,2020-12-26,2714.0,Nevada
1367,2020-12-27,2728.0,Nevada
1368,2020-12-28,2756.0,Nevada
1369,2020-12-29,2766.0,Nevada
1370,2020-12-30,2772.0,Nevada
1371,2020-12-31,2801.0,Nevada
1372,2021-01-01,2836.0,Nevada
1373,2021-01-02,2863.0,Nevada
1374,2021-01-03,2876.0,Nevada
1375,2021-01-04,2904.0,Nevada
1376,2021-01-05,2913.0,Nevada
1377,2021-01-06,2919.0,Nevada
1378,2021-01-07,2948.0,Nevada
1379,2021-01-08,2983.0,Nevada
1380,2021-01-09,3009.0,Nevada
1381,2021-01-10,3022.0,Nevada
1382,2021-01-11,3050.0,Nevada
1383,2021-01-12,3058.0,Nevada
1384,2021-01-13,3063.0,Nevada
1385,2021-01-14,3092.0,Nevada
1386,2021-01-15,3127.0,Nevada
1387,2021-01-16,3153.0,Nevada
1388,2021-01-17,3166.0,Nevada
1389,2021-01-18,3194.0,Nevada
1390,2021-01-19,3201.0,Nevada
1391,2021-01-20,3206.0,Nevada
1392,2021-01-21,3234.0,Nevada
1393,2021-01-22,3269.0,Nevada
1394,2021-01-23,3295.0,Nevada
1395,2021-01-24,3307.0,Nevada
1396,2021-01-25,3335.0,Nevada
1397,2021-01-26,3342.0,Nevada
1398,2021-01-27,3346.0,Nevada
1399,2021-01-28,3374.0,Nevada
1400,2021-01-29,3409.0,Nevada
1401,2021-01-30,3435.0,Nevada
1402,2021-01-31,3447.0,Nevada
1403,2021-02-01,3474.0,Nevada
1404,2021-02-02,3481.0,Nevada
1405,2021-02-03,3484.0,Nevada
1406,2021-02-04,3512.0,Nevada
1407,2021-02-05,3547.0,Nevada
1408,2021-02-06,3573.0,Nevada
1409,2021-02-07,3584.0,Nevada
1410,2021-02-08,3611.0,Nevada
1411,2021-02-09,3617.0,Nevada
1412,2021-02-10,3620.0,Nevada
1413,2021-02-11,3648.0,Nevada
1414,2021-02-12,3683.0,Nevada
1415,2021-02-13,3708.0,Nevada
1416,2021-02-14,3719.0,Nevada
1417,2021-02-15,3746.0,Nevada
1418,2021-02-16,3751.0,Nevada
1419,2021-02-17,3753.0,Nevada
1420,2021-02-18,3781.0,Nevada
1421,2021-02-19,3816.0,Nevada
1422,2021-02-20,3841.0,Nevada
1423,2021-02-21,3851.0,Nevada
1424,2021-02-22,3878.0,Nevada
1425,2021-02-23,3883.0,Nevada
1426,2021-02-24,3884.0,Nevada
1427,2021-02-25,3912.0,Nevada
1428,2021-02-26,3947.0,Nevada
1429,2021-02-27,3972.0,Nevada
1430,2021-02-28,3982.0,Nevada
1431,2021-03-01,4008.0,Nevada
1432,2021-03-02,4013.0,Nevada
1433,2021-03-03,4013.0,Nevada
1434,2021-03-04,4041.0,Nevada
1435,2021-03-05,4076.0,Nevada
1436,2021-03-06,4101.0,Nevada
1437,2021-03-07,4110.0,Nevada
1438,2021-03-08,4136.0,Nevada
1439,2021-03-09,4140.0,Nevada
1440,2020-12-10,6653.0,Louisiana
1441,2020-12-11,6699.0,Louisiana
1442,2020-12-12,6720.0,Louisiana
1443,2020-12-13,6761.0,Louisiana
1444,2020-12-14,6769.0,Louisiana
1445,2020-12-15,6805.0,Louisiana
1446,2020-12-16,6833.0,Louisiana
1447,2020-12-17,6883.0,Louisiana
1448,2020-12-18,6937.0,Louisiana
1449,2020-12-19,6966.0,Louisiana
1450,2020-12-20,7009.0,Louisiana
1451,2020-12-21,7022.0,Louisiana
1452,2020-12-22,7066.0,Louisiana
1453,2020-12-23,7099.0,Louisiana
1454,2020-12-24,7156.0,Louisiana
1455,2020-12-25,7216.0,Louisiana
1456,2020-12-26,7251.0,Louisiana
1457,2020-12-27,7301.0,Louisiana
1458,2020-12-28,7319.0,Louisiana
1459,2020-12-29,7368.0,Louisiana
1460,2020-12-30,7408.0,Louisiana
1461,2020-12-31,7471.0,Louisiana
1462,2021-01-01,7538.0,Louisiana
1463,2021-01-02,7578.0,Louisiana
1464,2021-01-03,7635.0,Louisiana
1465,2021-01-04,7658.0,Louisiana
1466,2021-01-05,7714.0,Louisiana
1467,2021-01-06,7760.0,Louisiana
1468,2021-01-07,7830.0,Louisiana
1469,2021-01-08,7903.0,Louisiana
1470,2021-01-09,7949.0,Louisiana
1471,2021-01-10,8012.0,Louisiana
1472,2021-01-11,8041.0,Louisiana
1473,2021-01-12,8104.0,Louisiana
1474,2021-01-13,8155.0,Louisiana
1475,2021-01-14,8232.0,Louisiana
1476,2021-01-15,8312.0,Louisiana
1477,2021-01-16,8365.0,Louisiana
1478,2021-01-17,8434.0,Louisiana
1479,2021-01-18,8469.0,Louisiana
1480,2021-01-19,8538.0,Louisiana
1481,2021-01-20,8596.0,Louisiana
1482,2021-01-21,8679.0,Louisiana
1483,2021-01-22,8766.0,Louisiana
1484,2021-01-23,8825.0,Louisiana
1485,2021-01-24,8901.0,Louisiana
1486,2021-01-25,8942.0,Louisiana
1487,2021-01-26,9018.0,Louisiana
1488,2021-01-27,9082.0,Louisiana
1489,2021-01-28,9173.0,Louisiana
1490,2021-01-29,9266.0,Louisiana
1491,2021-01-30,9332.0,Louisiana
1492,2021-01-31,9415.0,Louisiana
1493,2021-02-01,9462.0,Louisiana
1494,2021-02-02,9544.0,Louisiana
1495,2021-02-03,9615.0,Louisiana
1496,2021-02-04,9713.0,Louisiana
1497,2021-02-05,9814.0,Louisiana
1498,2021-02-06,9886.0,Louisiana
1499,2021-02-07,9976.0,Louisiana
1500,2021-02-08,10030.0,Louisiana
1501,2021-02-09,10119.0,Louisiana
1502,2021-02-10,10196.0,Louisiana
1503,2021-02-11,10301.0,Louisiana
1504,2021-02-12,10409.0,Louisiana
1505,2021-02-13,10488.0,Louisiana
1506,2021-02-14,10585.0,Louisiana
1507,2021-02-15,10645.0,Louisiana
1508,2021-02-16,10741.0,Louisiana
1509,2021-02-17,10826.0,Louisiana
1510,2021-02-18,10938.0,Louisiana
1511,2021-02-19,11054.0,Louisiana
1512,2021-02-20,11139.0,Louisiana
1513,2021-02-21,11244.0,Louisiana
1514,2021-02-22,11310.0,Louisiana
1515,2021-02-23,11413.0,Louisiana
1516,2021-02-24,11505.0,Louisiana
1517,2021-02-25,11625.0,Louisiana
1518,2021-02-26,11748.0,Louisiana
1519,2021-02-27,11841.0,Louisiana
1520,2021-02-28,11952.0,Louisiana
1521,2021-03-01,12025.0,Louisiana
1522,2021-03-02,12136.0,Louisiana
1523,2021-03-03,12235.0,Louisiana
1524,2021-03-04,12362.0,Louisiana
1525,2021-03-05,12493.0,Louisiana
1526,2021-03-06,12593.0,Louisiana
1527,2021-03-07,12712.0,Louisiana
1528,2021-03-08,12792.0,Louisiana
1529,2021-03-09,12910.0,Louisiana
1530,2020-12-10,34727.0,New York
1531,2020-12-11,34816.0,New York
1532,2020-12-12,34912.0,New York
1533,2020-12-13,35005.0,New York
1534,2020-12-14,35103.0,New York
1535,2020-12-15,35193.0,New York
1536,2020-12-16,35295.0,New York
1537,2020-12-17,35407.0,New York
1538,2020-12-18,35517.0,New York
1539,2020-12-19,35635.0,New York
1540,2020-12-20,35746.0,New York
1541,2020-12-21,35865.0,New York
1542,2020-12-22,35978.0,New York
1543,2020-12-23,36101.0,New York
1544,2020-12-24,36237.0,New York
1545,2020-12-25,36369.0,New York
1546,2020-12-26,36507.0,New York
1547,2020-12-27,36641.0,New York
1548,2020-12-28,36784.0,New York
1549,2020-12-29,36918.0,New York
1550,2020-12-30,37066.0,New York
1551,2020-12-31,37225.0,New York
1552,2021-01-01,37381.0,New York
1553,2021-01-02,37543.0,New York
1554,2021-01-03,37701.0,New York
1555,2021-01-04,37868.0,New York
1556,2021-01-05,38026.0,New York
1557,2021-01-06,38196.0,New York
1558,2021-01-07,38379.0,New York
1559,2021-01-08,38558.0,New York
1560,2021-01-09,38745.0,New York
1561,2021-01-10,38926.0,New York
1562,2021-01-11,39116.0,New York
1563,2021-01-12,39297.0,New York
1564,2021-01-13,39492.0,New York
1565,2021-01-14,39699.0,New York
1566,2021-01-15,39902.0,New York
1567,2021-01-16,40113.0,New York
1568,2021-01-17,40318.0,New York
1569,2021-01-18,40533.0,New York
1570,2021-01-19,40738.0,New York
1571,2021-01-20,40958.0,New York
1572,2021-01-21,41189.0,New York
1573,2021-01-22,41417.0,New York
1574,2021-01-23,41652.0,New York
1575,2021-01-24,41883.0,New York
1576,2021-01-25,42122.0,New York
1577,2021-01-26,42353.0,New York
1578,2021-01-27,42597.0,New York
1579,2021-01-28,42854.0,New York
1580,2021-01-29,43107.0,New York
1581,2021-01-30,43367.0,New York
1582,2021-01-31,43623.0,New York
1583,2021-02-01,43887.0,New York
1584,2021-02-02,44143.0,New York
1585,2021-02-03,44413.0,New York
1586,2021-02-04,44695.0,New York
1587,2021-02-05,44974.0,New York
1588,2021-02-06,45260.0,New York
1589,2021-02-07,45541.0,New York
1590,2021-02-08,45832.0,New York
1591,2021-02-09,46113.0,New York
1592,2021-02-10,46409.0,New York
1593,2021-02-11,46718.0,New York
1594,2021-02-12,47022.0,New York
1595,2021-02-13,47335.0,New York
1596,2021-02-14,47642.0,New York
1597,2021-02-15,47959.0,New York
1598,2021-02-16,48266.0,New York
1599,2021-02-17,48589.0,New York
1600,2021-02-18,48924.0,New York
1601,2021-02-19,49256.0,New York
1602,2021-02-20,49595.0,New York
1603,2021-02-21,49929.0,New York
1604,2021-02-22,50273.0,New York
1605,2021-02-23,50607.0,New York
1606,2021-02-24,50956.0,New York
1607,2021-02-25,51318.0,New York
1608,2021-02-26,51677.0,New York
1609,2021-02-27,52043.0,New York
1610,2021-02-28,52404.0,New York
1611,2021-03-01,52776.0,New York
1612,2021-03-02,53137.0,New York
1613,2021-03-03,53513.0,New York
1614,2021-03-04,53904.0,New York
1615,2021-03-05,54290.0,New York
1616,2021-03-06,54684.0,New York
1617,2021-03-07,55073.0,New York
1618,2021-03-08,55472.0,New York
1619,2021-03-09,55861.0,New York
1620,2020-12-10,114.0,Guam
1621,2020-12-11,114.0,Guam
1622,2020-12-12,115.0,Guam
1623,2020-12-13,115.0,Guam
1624,2020-12-14,115.0,Guam
1625,2020-12-15,114.0,Guam
1626,2020-12-16,114.0,Guam
1627,2020-12-17,113.0,Guam
1628,2020-12-18,113.0,Guam
1629,2020-12-19,112.0,Guam
1630,2020-12-20,113.0,Guam
1631,2020-12-21,112.0,Guam
1632,2020-12-22,111.0,Guam
1633,2020-12-23,110.0,Guam
1634,2020-12-24,109.0,Guam
1635,2020-12-25,109.0,Guam
1636,2020-12-26,108.0,Guam
1637,2020-12-27,108.0,Guam
1638,2020-12-28,107.0,Guam
1639,2020-12-29,106.0,Guam
1640,2020-12-30,104.0,Guam
1641,2020-12-31,103.0,Guam
1642,2021-01-01,102.0,Guam
1643,2021-01-02,101.0,Guam
1644,2021-01-03,101.0,Guam
1645,2021-01-04,99.0,Guam
1646,2021-01-05,97.0,Guam
1647,2021-01-06,96.0,Guam
1648,2021-01-07,94.0,Guam
1649,2021-01-08,93.0,Guam
1650,2021-01-09,91.0,Guam
1651,2021-01-10,90.0,Guam
1652,2021-01-11,88.0,Guam
1653,2021-01-12,86.0,Guam
1654,2021-01-13,84.0,Guam
1655,2021-01-14,82.0,Guam
1656,2021-01-15,81.0,Guam
1657,2021-01-16,79.0,Guam
1658,2021-01-17,78.0,Guam
1659,2021-01-18,75.0,Guam
1660,2021-01-19,73.0,Guam
1661,2021-01-20,70.0,Guam
1662,2021-01-21,68.0,Guam
1663,2021-01-22,66.0,Guam
1664,2021-01-23,64.0,Guam
1665,2021-01-24,62.0,Guam
1666,2021-01-25,59.0,Guam
1667,2021-01-26,56.0,Guam
1668,2021-01-27,53.0,Guam
1669,2021-01-28,50.0,Guam
1670,2021-01-29,48.0,Guam
1671,2021-01-30,45.0,Guam
1672,2021-01-31,43.0,Guam
1673,2021-02-01,40.0,Guam
1674,2021-02-02,37.0,Guam
1675,2021-02-03,34.0,Guam
1676,2021-02-04,30.0,Guam
1677,2021-02-05,27.0,Guam
1678,2021-02-06,24.0,Guam
1679,2021-02-07,22.0,Guam
1680,2021-02-08,18.0,Guam
1681,2021-02-09,15.0,Guam
1682,2021-02-10,11.0,Guam
1683,2021-02-11,7.0,Guam
1684,2021-02-12,4.0,Guam
1685,2021-02-13,0.0,Guam
1686,2021-02-14,-2.0,Guam
1687,2021-02-15,-7.0,Guam
1688,2021-02-16,-11.0,Guam
1689,2021-02-17,-15.0,Guam
1690,2021-02-18,-19.0,Guam
1691,2021-02-19,-23.0,Guam
1692,2021-02-20,-27.0,Guam
1693,2021-02-21,-30.0,Guam
1694,2021-02-22,-34.0,Guam
1695,2021-02-23,-39.0,Guam
1696,2021-02-24,-44.0,Guam
1697,2021-02-25,-48.0,Guam
1698,2021-02-26,-52.0,Guam
1699,2021-02-27,-57.0,Guam
1700,2021-02-28,-60.0,Guam
1701,2021-03-01,-65.0,Guam
1702,2021-03-02,-70.0,Guam
1703,2021-03-03,-75.0,Guam
1704,2021-03-04,-81.0,Guam
1705,2021-03-05,-85.0,Guam
1706,2021-03-06,-90.0,Guam
1707,2021-03-07,-94.0,Guam
1708,2021-03-08,-100.0,Guam
1709,2021-03-09,-105.0,Guam
1710,2020-12-10,860.0,West Virginia
1711,2020-12-11,875.0,West Virginia
1712,2020-12-12,888.0,West Virginia
1713,2020-12-13,892.0,West Virginia
1714,2020-12-14,909.0,West Virginia
1715,2020-12-15,918.0,West Virginia
1716,2020-12-16,922.0,West Virginia
1717,2020-12-17,942.0,West Virginia
1718,2020-12-18,959.0,West Virginia
1719,2020-12-19,970.0,West Virginia
1720,2020-12-20,976.0,West Virginia
1721,2020-12-21,999.0,West Virginia
1722,2020-12-22,1007.0,West Virginia
1723,2020-12-23,1010.0,West Virginia
1724,2020-12-24,1029.0,West Virginia
1725,2020-12-25,1044.0,West Virginia
1726,2020-12-26,1056.0,West Virginia
1727,2020-12-27,1060.0,West Virginia
1728,2020-12-28,1080.0,West Virginia
1729,2020-12-29,1088.0,West Virginia
1730,2020-12-30,1090.0,West Virginia
1731,2020-12-31,1109.0,West Virginia
1732,2021-01-01,1124.0,West Virginia
1733,2021-01-02,1135.0,West Virginia
1734,2021-01-03,1140.0,West Virginia
1735,2021-01-04,1160.0,West Virginia
1736,2021-01-05,1167.0,West Virginia
1737,2021-01-06,1168.0,West Virginia
1738,2021-01-07,1187.0,West Virginia
1739,2021-01-08,1202.0,West Virginia
1740,2021-01-09,1213.0,West Virginia
1741,2021-01-10,1216.0,West Virginia
1742,2021-01-11,1236.0,West Virginia
1743,2021-01-12,1242.0,West Virginia
1744,2021-01-13,1243.0,West Virginia
1745,2021-01-14,1261.0,West Virginia
1746,2021-01-15,1276.0,West Virginia
1747,2021-01-16,1286.0,West Virginia
1748,2021-01-17,1289.0,West Virginia
1749,2021-01-18,1309.0,West Virginia
1750,2021-01-19,1315.0,West Virginia
1751,2021-01-20,1314.0,West Virginia
1752,2021-01-21,1332.0,West Virginia
1753,2021-01-22,1347.0,West Virginia
1754,2021-01-23,1357.0,West Virginia
1755,2021-01-24,1359.0,West Virginia
1756,2021-01-25,1378.0,West Virginia
1757,2021-01-26,1383.0,West Virginia
1758,2021-01-27,1382.0,West Virginia
1759,2021-01-28,1400.0,West Virginia
1760,2021-01-29,1414.0,West Virginia
1761,2021-01-30,1423.0,West Virginia
1762,2021-01-31,1424.0,West Virginia
1763,2021-02-01,1443.0,West Virginia
1764,2021-02-02,1448.0,West Virginia
1765,2021-02-03,1447.0,West Virginia
1766,2021-02-04,1464.0,West Virginia
1767,2021-02-05,1477.0,West Virginia
1768,2021-02-06,1486.0,West Virginia
1769,2021-02-07,1487.0,West Virginia
1770,2021-02-08,1505.0,West Virginia
1771,2021-02-09,1510.0,West Virginia
1772,2021-02-10,1507.0,West Virginia
1773,2021-02-11,1524.0,West Virginia
1774,2021-02-12,1537.0,West Virginia
1775,2021-02-13,1545.0,West Virginia
1776,2021-02-14,1545.0,West Virginia
1777,2021-02-15,1564.0,West Virginia
1778,2021-02-16,1567.0,West Virginia
1779,2021-02-17,1564.0,West Virginia
1780,2021-02-18,1581.0,West Virginia
1781,2021-02-19,1593.0,West Virginia
1782,2021-02-20,1601.0,West Virginia
1783,2021-02-21,1600.0,West Virginia
1784,2021-02-22,1618.0,West Virginia
1785,2021-02-23,1621.0,West Virginia
1786,2021-02-24,1617.0,West Virginia
1787,2021-02-25,1634.0,West Virginia
1788,2021-02-26,1646.0,West Virginia
1789,2021-02-27,1653.0,West Virginia
1790,2021-02-28,1651.0,West Virginia
1791,2021-03-01,1669.0,West Virginia
1792,2021-03-02,1671.0,West Virginia
1793,2021-03-03,1667.0,West Virginia
1794,2021-03-04,1682.0,West Virginia
1795,2021-03-05,1694.0,West Virginia
1796,2021-03-06,1701.0,West Virginia
1797,2021-03-07,1699.0,West Virginia
1798,2021-03-08,1716.0,West Virginia
1799,2021-03-09,1717.0,West Virginia
1800,2020-12-10,4621.0,South Carolina
1801,2020-12-11,4647.0,South Carolina
1802,2020-12-12,4673.0,South Carolina
1803,2020-12-13,4712.0,South Carolina
1804,2020-12-14,4744.0,South Carolina
1805,2020-12-15,4773.0,South Carolina
1806,2020-12-16,4801.0,South Carolina
1807,2020-12-17,4841.0,South Carolina
1808,2020-12-18,4877.0,South Carolina
1809,2020-12-19,4903.0,South Carolina
1810,2020-12-20,4947.0,South Carolina
1811,2020-12-21,4975.0,South Carolina
1812,2020-12-22,5016.0,South Carolina
1813,2020-12-23,5050.0,South Carolina
1814,2020-12-24,5096.0,South Carolina
1815,2020-12-25,5142.0,South Carolina
1816,2020-12-26,5178.0,South Carolina
1817,2020-12-27,5227.0,South Carolina
1818,2020-12-28,5266.0,South Carolina
1819,2020-12-29,5317.0,South Carolina
1820,2020-12-30,5353.0,South Carolina
1821,2020-12-31,5407.0,South Carolina
1822,2021-01-01,5454.0,South Carolina
1823,2021-01-02,5495.0,South Carolina
1824,2021-01-03,5551.0,South Carolina
1825,2021-01-04,5595.0,South Carolina
1826,2021-01-05,5647.0,South Carolina
1827,2021-01-06,5690.0,South Carolina
1828,2021-01-07,5749.0,South Carolina
1829,2021-01-08,5804.0,South Carolina
1830,2021-01-09,5850.0,South Carolina
1831,2021-01-10,5912.0,South Carolina
1832,2021-01-11,5960.0,South Carolina
1833,2021-01-12,6021.0,South Carolina
1834,2021-01-13,6070.0,South Carolina
1835,2021-01-14,6136.0,South Carolina
1836,2021-01-15,6197.0,South Carolina
1837,2021-01-16,6249.0,South Carolina
1838,2021-01-17,6317.0,South Carolina
1839,2021-01-18,6373.0,South Carolina
1840,2021-01-19,6440.0,South Carolina
1841,2021-01-20,6494.0,South Carolina
1842,2021-01-21,6566.0,South Carolina
1843,2021-01-22,6633.0,South Carolina
1844,2021-01-23,6691.0,South Carolina
1845,2021-01-24,6766.0,South Carolina
1846,2021-01-25,6827.0,South Carolina
1847,2021-01-26,6899.0,South Carolina
1848,2021-01-27,6960.0,South Carolina
1849,2021-01-28,7039.0,South Carolina
1850,2021-01-29,7112.0,South Carolina
1851,2021-01-30,7177.0,South Carolina
1852,2021-01-31,7258.0,South Carolina
1853,2021-02-01,7325.0,South Carolina
1854,2021-02-02,7404.0,South Carolina
1855,2021-02-03,7472.0,South Carolina
1856,2021-02-04,7557.0,South Carolina
1857,2021-02-05,7637.0,South Carolina
1858,2021-02-06,7707.0,South Carolina
1859,2021-02-07,7795.0,South Carolina
1860,2021-02-08,7869.0,South Carolina
1861,2021-02-09,7955.0,South Carolina
1862,2021-02-10,8028.0,South Carolina
1863,2021-02-11,8120.0,South Carolina
1864,2021-02-12,8206.0,South Carolina
1865,2021-02-13,8284.0,South Carolina
1866,2021-02-14,8378.0,South Carolina
1867,2021-02-15,8459.0,South Carolina
1868,2021-02-16,8551.0,South Carolina
1869,2021-02-17,8631.0,South Carolina
1870,2021-02-18,8730.0,South Carolina
1871,2021-02-19,8823.0,South Carolina
1872,2021-02-20,8906.0,South Carolina
1873,2021-02-21,9008.0,South Carolina
1874,2021-02-22,9095.0,South Carolina
1875,2021-02-23,9194.0,South Carolina
1876,2021-02-24,9281.0,South Carolina
1877,2021-02-25,9386.0,South Carolina
1878,2021-02-26,9486.0,South Carolina
1879,2021-02-27,9577.0,South Carolina
1880,2021-02-28,9685.0,South Carolina
1881,2021-03-01,9779.0,South Carolina
1882,2021-03-02,9885.0,South Carolina
